river_name,river_length_km,source_lat,source_lon,mouth_lat,mouth_lon,countries_passed,continent,main_country,length_category
Nile,2561.763538872077,2081416.8197280485,3750716.7376957503,3498038.3719413616,3477277.367390747,"Egypt, Sudan",Africa,Sudan,Long
Nile,421.299735679418,2448939.799936944,3460987.1079226094,2734540.4046000396,3660117.4568098937,"Egypt, Sudan",Africa,Egypt,Short
Victoria Nile,334.8024547439974,145027.54878137918,3661639.402973083,47344.81706576379,3694388.4230917096,Uganda,Africa,Uganda,Short
Victoria Nile,337.57511613471934,47344.81706576379,3694388.4230917096,242537.20478590776,3491616.274456794,Uganda,Africa,Uganda,Short
Kagera,640.6563778857305,-330138.95240390266,3294334.0030533825,-103471.61691794884,3536350.6206105365,"Burundi, Uganda, United Republic of Tanzania",Africa,United Republic of Tanzania,Medium
Albert Nile,33.10195123907816,265502.23299020843,3503748.359586218,242591.23623836102,3491724.9848970217,Uganda,Africa,Uganda,Short
Albert Nile,193.6190372216421,265534.65663225745,3503764.666152251,399844.52922382165,3563990.250038456,"South Sudan, Uganda",Africa,Uganda,Short
Ucayali,2220.0820642214007,-1716700.314901587,-7978128.755790424,-491986.88777890225,-8180716.096676953,Peru,South America,Peru,Long
Tuotuo,272.36127789269744,4045132.7548312107,10107217.292129997,4018321.1372231613,10351908.18651676,China,Asia,China,Short
Lena,8546.624428722293,7136350.334043255,12020287.312692903,11819320.981431575,14103032.588363357,Russia,Europe,Russia,Long
Tongtian,996.4821012712999,4018321.1372231613,10351908.18651676,3700212.2099457155,10969590.03684713,China,Asia,China,Medium
Bahr el Jebel,414.604244945255,399844.52922382165,3563990.250038456,757003.1251185928,3467417.3304620874,South Sudan,Africa,South Sudan,Short
Jinsha,1990.153197473648,3700212.2099457155,10969590.03684713,3312967.890351715,11560605.216189625,China,Asia,China,Medium
Bahr el Jebel,487.05544894242666,1047797.3631028329,3464791.973330583,757003.1251185928,3467417.3304620874,South Sudan,Africa,South Sudan,Short
El Bahr el Abyad,900.7263453835483,1047797.3631028329,3464791.973330583,1750929.927463894,3616785.4753350927,"South Sudan, Sudan",Africa,South Sudan,Medium
Chang Jiang,1687.1704782024426,3312967.890351715,11560605.216189625,3449486.0366006093,12554816.547293026,China,Asia,China,Medium
Rosetta Branch,272.76260722581264,3498038.3719413616,3477277.367390747,3668178.053986012,3383949.454455175,Egypt,Africa,Egypt,Short
Damietta Branch,262.95719439646325,3678824.407191151,3544938.7453885335,3504630.486725663,3467074.892575367,Egypt,Africa,Egypt,Short
Bykovskaya Protoka,211.86801259450976,11869134.213943157,14211683.23784904,11819320.981431575,14103032.588363357,Russia,Europe,Russia,Short
Olenekskaya Protoka,567.9243956087325,11819320.981431575,14103032.588363357,12016878.079644721,13662483.529340172,Russia,Europe,Russia,Medium
Kalix,110.20795980207191,10359680.790889984,2119391.565071253,10335000.160133913,2223617.6996396626,Sweden,Europe,Sweden,Short
Kalix,884.1040164309129,10407352.53993221,2066221.2887558355,9837771.835962947,2542411.065607704,Sweden,Europe,Sweden,Medium
Volkhov,396.43013338296663,8393627.716846975,3600555.0066090794,8040174.321729031,3484289.1907854406,Russia,Europe,Russia,Short
Volkhov,31.996416990242917,8009290.29965471,3490594.396318653,8040174.321729031,3484289.1907854406,Russia,Europe,Russia,Short
Msta,11.134928792551616,8009290.29965471,3490594.396318653,8020099.125929977,3492279.408142184,Russia,Europe,Russia,Short
Msta,898.1985010503156,8020099.125929977,3492279.408142184,7765764.991417936,3783547.290644547,Russia,Europe,Russia,Medium
Murat,138.9886142466304,4676963.178204931,4320598.6074579535,4649888.011642818,4437331.878174574,Turkey,Asia,Turkey,Short
Murat,592.8691721350052,4753787.605429545,4851736.076322972,4649888.011642818,4437331.878174574,Turkey,Asia,Turkey,Medium
Indalsälven,92.84924998368432,9134347.306602694,1612366.071848765,9129741.028474292,1550102.1672082888,Sweden,Europe,Sweden,Short
Indalsälven,776.3801396839183,9129741.028474292,1550102.1672082888,9085940.536685776,1360391.5779667466,Sweden,Europe,Sweden,Medium
Kola,289.1971055213036,10479047.812170204,3711157.008496849,10431640.524138259,3706020.4401960853,Russia,Europe,Russia,Short
Kola,341.6998648585734,10431640.524138259,3706020.4401960853,10512219.480360052,3700220.738209934,Russia,Europe,Russia,Short
Jänisjoki,340.397377229471,8843867.79846014,3426650.9153766595,8472373.826144503,3473488.808548807,Russia,Europe,Russia,Short
Jänisjoki,244.8348443544026,8915838.903824031,3460090.2467907304,8799489.913288042,3445566.531976298,"Finland, Russia",Europe,Finland,Short
Sheksna,201.6589761905162,8190622.932460921,4283354.410635907,8379146.788242864,4233755.272281971,Russia,Europe,Russia,Short
Sheksna,241.42383830939295,8379146.788242864,4233755.272281971,8190622.932460921,4283354.410635907,Russia,Europe,Russia,Short
Vorma,198.40908776091558,8616480.73059192,1160973.1464128566,8455411.154707488,1250088.5297896008,Norway,Europe,Norway,Short
Vorma,464.96449906050486,8877345.089382187,939790.8847253645,8455301.243306618,1250142.8850097146,Norway,Europe,Norway,Short
Vyatka,62.60254864204053,7438881.451675406,5732926.598243532,7495381.834574133,5729975.109791348,Russia,Europe,Russia,Short
Vyatka,1801.0900058750783,8025696.060923402,5880337.955192437,7495323.845073647,5729975.109791348,Russia,Europe,Russia,Medium
Unzha,104.85619232794934,7874559.501706575,4865400.978659605,7791658.217267789,4806523.404232224,Russia,Europe,Russia,Short
Unzha,725.5913990892063,8316313.080328959,4969773.872322322,7874559.501706575,4865400.978659605,Russia,Europe,Russia,Medium
Vltava,502.8278361485956,6205082.553889562,1556706.3264521281,6472926.1444182135,1611115.901786145,Czechia,Europe,Czechia,Medium
Moskva River,716.816573493276,7438416.155864513,3930904.2923733387,7450258.785752624,4049246.477605326,Russia,Europe,Russia,Medium
Pinega,1410.0954763168754,8832141.195049874,5182906.125910946,9318905.742991967,4648447.553096974,Russia,Europe,Russia,Medium
Tsna,595.882113572001,6801428.843935036,4644860.108569456,7277076.116822134,4660199.151685597,Russia,Europe,Russia,Medium
Vym,817.9588055449182,9383076.201031933,5792309.67621797,8871929.324145809,5609339.1342705535,Russia,Europe,Russia,Medium
Belaya,1569.37614130897,7092139.984647766,6448241.294942496,7499983.73504147,5977307.667875641,Russia,Europe,Russia,Medium
Belaya,19.406495116860462,7499983.73504147,5977307.667875641,7504544.85906743,5959310.654495928,Russia,Europe,Russia,Short
Vienne,434.75172375674003,5702402.762594104,220437.59517193405,5946388.5149037205,8392.445985587907,France,Europe,France,Short
Qezel Owzan,698.627515687956,4262060.658853425,5262063.632962826,4396995.097924048,5509173.334644649,Iran,Asia,Iran,Medium
Simav,318.32965764450745,4708979.452396118,3241625.7461089334,4895179.124191481,3172496.777168069,Turkey,Asia,Turkey,Short
Kelkit,571.9909103843341,4820962.028119973,4410295.591689917,5038302.375683399,4081044.2813719595,Turkey,Asia,Turkey,Medium
Mio,247.18444950651673,5312360.282209842,-808001.21803719,5156607.5966652315,-911488.1216120513,Spain,Europe,Spain,Short
Dora Baltea,193.30968215555168,5718604.013647355,766180.311681558,5624841.170161937,894594.5192006541,Italy,Europe,Italy,Short
Durance,375.7248634504433,5579095.265924124,743742.4768185362,5425307.112915644,530180.8169910109,France,Europe,France,Short
Tarn,377.60887006129127,5469602.956451667,399103.20368633355,5448541.357782035,114526.87820444193,France,Europe,France,Short
Ofanto,159.7974950867069,4969336.349607961,1684114.962399117,5037714.357790478,1803343.1377189634,Italy,Europe,Italy,Short
Ialomița,376.35477575047577,5644422.382104009,2830808.9924880536,5544866.43155739,3102041.5408564303,Romania,Europe,Romania,Short
Strymnas,415.09828117372643,5206482.033056532,2580785.85100812,4952456.158036653,2654573.062312743,"Bulgaria, Greece",Europe,Bulgaria,Short
Seym,741.6582073720765,6615854.779064045,4140644.7802268537,6669131.398345758,3622884.13103187,"Russia, Ukraine",Europe,Russia,Medium
Marne,550.4005171990655,6054743.968588904,601984.062761477,6211541.111627674,268188.65604199795,France,Europe,France,Medium
Usa,1513.1585483143595,10333114.142456513,7348091.963928163,9831814.118911166,6332084.189559086,Russia,Europe,Russia,Medium
Segre,284.9329585248368,5217027.880925424,209702.43919943817,5039193.490264296,34776.46982887774,"France, Spain",Europe,Spain,Short
Tvertsa,393.1949127452466,7728241.932184135,3766789.5762834284,7698389.811711093,4003316.316609078,Russia,Europe,Russia,Short
Voronya,167.49729079847273,10622995.760599237,3947656.571212441,10468581.983201722,3917119.8085524514,Russia,Europe,Russia,Short
Voronya,204.77219605894916,10468581.983201722,3917119.8085524514,10622995.760599237,3947656.571212441,Russia,Europe,Russia,Short
Drin,346.166735280893,5096054.247260606,2178665.9326054645,5010895.233823459,2302269.70314448,"Albania, North Macedonia",Europe,Albania,Short
Minho,72.33462611997079,5127757.13649765,-974132.5127933248,5156607.5966652315,-911488.1216120513,"Portugal, Spain",Europe,Portugal,Short
Bojana,45.440273310550225,5110372.821063352,2155717.1586733772,5142306.268095528,2168555.8616642784,"Albania, Montenegro",Europe,Albania,Short
Sefīd,100.47615874821633,4475483.778031603,5560430.30721206,4396995.097924048,5509173.334644649,Iran,Asia,Iran,Short
Dordogne,524.77189633139,5576972.443263549,201375.21947799076,5578031.879151778,201375.21947799076,France,Europe,France,Medium
Shannon,109.65664032356163,7105326.3897957755,-883881.1053161987,6915110.540913089,-940554.5755679611,Ireland,Europe,Ireland,Short
Shannon,245.9751225754292,7072804.500682798,-891017.9457171567,6915110.540913089,-940554.5755679611,Ireland,Europe,Ireland,Short
Ticino,86.97262291128735,5777068.0878659235,984416.5204388789,5706003.056061662,959630.5400669392,"Italy, Switzerland",Europe,Italy,Short
Ticino,126.10744424965604,5829181.302125748,935523.9999464231,5777068.0878659235,984416.5204388789,Switzerland,Europe,Switzerland,Short
Southern Bug,31.990459344493118,6313498.7035607025,3058242.1044886447,6323273.210331909,3082473.6616154253,Ukraine,Europe,Ukraine,Short
Southern Bug,944.6930836523742,6348355.953436422,2950173.055858185,5953072.625838244,3534230.7670260943,Ukraine,Europe,Ukraine,Medium
Klarälven,304.58269355180516,8802602.516877802,1311482.7509082542,8009838.645806035,1373094.3929073636,"Norway, Sweden",Europe,Sweden,Short
Klarälven,700.1679165370045,8594522.56263417,1402038.5476180168,8575747.635856828,1396728.0426128912,"Norway, Sweden",Europe,Sweden,Medium
Motala ström,74.4489737158005,8049270.070138708,1701155.3239048256,8036684.508122247,1728756.9046786681,Sweden,Europe,Sweden,Short
Motala ström,94.1950147569833,8031841.988466671,1827042.0136886253,8041784.758013989,1667362.6835600147,Sweden,Europe,Sweden,Short
Ness,63.1448299891339,7754446.47789385,-520538.2009428033,7805116.467328579,-483571.215743339,United Kingdom,Europe,United Kingdom,Short
Ness,26.57530189305694,7825768.010209069,-470444.43008583144,7805126.534813421,-483563.0624603207,United Kingdom,Europe,United Kingdom,Short
Oich,22.680935227664335,7709614.668828894,-553145.897489135,7726333.800773709,-538325.946725078,United Kingdom,Europe,United Kingdom,Short
Oich,34.098024788542425,7726333.800773709,-538325.946725078,7754496.478188475,-520470.25691766094,United Kingdom,Europe,United Kingdom,Short
Kama,1450.9811931751783,8341635.217282738,6282039.338400219,7462759.674062211,5819400.317922742,Russia,Europe,Russia,Medium
Kama,1637.23908940655,7974434.251318311,5977171.779825356,7462759.674062211,5819400.317922742,Russia,Europe,Russia,Medium
Chusovaya,158.79293883243383,7961727.637406252,6271124.810201343,7966442.508098,6357522.432572393,Russia,Europe,Russia,Short
Chusovaya,769.4277508991769,7572753.344983834,6679414.046086926,7966442.508098,6357522.432572393,Russia,Europe,Russia,Medium
Olt,747.0416487487522,5859508.643177166,2870227.398114654,5395818.515953072,2757864.2870951956,Romania,Europe,Romania,Medium
Inn,681.8496947152472,5814239.8364690645,1084919.3224294859,6172147.087301868,1501318.3571560609,"Austria, Germany, Italy, Switzerland",Europe,Austria,Medium
Morava,427.48378933665936,6447484.377207883,1874983.3178290876,6104525.692797437,1889566.8233856503,"Austria, Czechia, Slovakia",Europe,Czechia,Short
Warta,1092.465564353272,6498020.932905299,2169469.0293621947,6874072.486288933,1626732.1565248722,Poland,Europe,Poland,Medium
Main,713.4103739051292,6388814.850790041,1284576.9169518722,6412364.180583783,923005.9927541888,Germany,Europe,Germany,Medium
Ems,454.19744197089614,6744854.292734001,976589.3687424769,7004921.2138596065,820046.3348144359,Germany,Europe,Germany,Short
Guadalquivir,576.4974882719097,4552284.299086694,-322712.3773382529,4403976.843249325,-689604.6775850888,Spain,Europe,Spain,Medium
Maas,1098.1342951966662,6075306.849834677,623970.7492975508,6718540.614456726,569822.0790200831,"Belgium, France, Germany, Netherlands",Europe,France,Medium
Þjórsá,173.03107590499297,9276759.126210384,-2302709.9804274016,9358611.94014304,-2176456.392907833,Iceland,Europe,Iceland,Short
Bug,993.0045287160035,6393415.041715944,2777432.1663362007,6817418.425368782,2579062.790530511,"Belarus, Poland, Ukraine",Europe,Poland,Medium
Karkheh,1010.1492817714646,3997937.256489922,5452779.793776475,3607646.6123585426,5283898.124882579,"Iran, Iraq",Asia,Iran,Medium
Sakarya,273.31365551518866,4844013.138441657,3287773.3279856374,5003854.396551422,3411453.1958328104,Turkey,Asia,Turkey,Short
Muonio,778.9409021100225,10688340.384136114,2325142.379768413,10166176.014499426,2624188.4942690716,"Finland, Sweden",Europe,Finland,Medium
Kura,1267.0554827236117,4954637.433077868,4838674.516929598,4952027.112769942,5234255.502352552,"Azerbaijan, Georgia, Turkey",Asia,Azerbaijan,Medium
Kura,84.18990918868566,4969615.727973008,5158364.744029519,4952027.112769942,5234255.502352552,Azerbaijan,Asia,Azerbaijan,Short
Yonne,325.58520310452855,5917330.081939567,441690.5186455767,6141163.836448933,329610.05477070843,France,Europe,France,Short
Mukhavyets,265.72027800995517,6781552.804780297,2631091.6072235373,6674048.734268203,2643810.7287301905,"Belarus, Ukraine",Europe,Belarus,Short
Schelde,364.96139907450043,6411892.029829361,363310.2912413284,6635594.849960068,479603.2846750241,"Belgium, France",Europe,Belgium,Short
Trent,326.3589329451775,6956262.41502451,-240896.9000228053,7077574.385411645,-78543.29306459,United Kingdom,Europe,United Kingdom,Short
Talkeh,310.24287297493424,4573323.459205807,5317190.6972023435,4514816.647585007,5093491.788823576,Iran,Asia,Iran,Short
Adige,553.1977343544876,5882732.669221214,1192336.1084185785,5617208.215529241,1371615.930920268,Italy,Europe,Italy,Medium
Luza,867.4589722999694,8306225.862595717,5396331.897688187,8530148.53918977,5157549.41572781,Russia,Europe,Russia,Medium
Sura,1027.2490516650914,7003764.368547716,5219378.478607375,7355326.676562345,5169768.469209419,Russia,Europe,Russia,Medium
Vishera,786.6415684003565,8724246.990678573,6604920.216920823,8341635.217282738,6282039.338400219,Russia,Europe,Russia,Medium
Büyük Menderes,524.0237238397686,4603703.929491665,3393059.389346267,4489356.299250871,3036798.97015371,Turkey,Asia,Turkey,Medium
Haliacmon,357.36474608748773,4892193.898166462,2317885.957883207,4908470.9449839555,2521935.454190799,Greece,Europe,Greece,Short
Doubs,577.0346641608548,5853654.12431499,684631.1749446666,5883738.484461064,551151.0609109573,"France, Switzerland",Europe,France,Medium
Severn,360.8615216874381,6862410.889273511,-410849.3667529468,6726453.735405617,-266204.6905078405,United Kingdom,Europe,United Kingdom,Short
Mureș,793.7092936945198,5851681.136421591,2857888.7631487977,5791123.173446434,2246501.247307616,"Hungary, Romania",Europe,Romania,Medium
Drina,522.30912679015,5244890.250475436,2175013.261813813,5575798.413626363,2155021.4118559165,"Bosnia and Herzegovina, Montenegro, Republic of Serbia",Europe,Bosnia and Herzegovina,Medium
Esla,267.45874957051956,5276114.045610595,-565180.1432223512,5056697.135447304,-671841.3916518627,Spain,Europe,Spain,Short
Patsoyoki,341.6141271976371,10933622.137918059,3352331.022914917,10679721.246219933,3162712.8375475663,"Finland, Norway, Russia",Europe,Norway,Short
Patsoyoki,28.66578425141907,10810590.480243145,3263280.8658023104,10782989.22371413,3263297.172368344,Norway,Europe,Norway,Short
Aras,861.1817123077581,4954637.433077868,4838674.516929598,4841732.80790383,5395516.5693864785,"Armenia, Azerbaijan, Iran, Turkey",Asia,Azerbaijan,Medium
Ticino,122.49759728760287,5706003.056061662,959630.5400669392,5613378.830370541,1026824.4631717437,Italy,Europe,Italy,Short
Caledonian Canal,28.12220155381764,7687305.467796505,-569930.7894603077,7709614.668828894,-553145.897489135,United Kingdom,Europe,United Kingdom,Short
Luirojoki,321.69946322274603,10156420.110118393,3059068.3038343764,10355953.254280936,3088344.0253877267,Finland,Europe,Finland,Short
Oulu,224.83092040337743,9573443.618241658,2830086.0680605364,9455326.710420605,2983476.499221971,Finland,Europe,Finland,Short
Sane,194.3231604928587,5710000.792841586,537736.1925868434,5883738.484461064,551151.0609109573,France,Europe,France,Short
Maas,115.00126604128948,6718540.614456726,569822.0790200831,6710001.235754335,464998.0370304209,Netherlands,Europe,Netherlands,Short
Atshan,64.65881960261677,3653035.023328256,5035521.946572098,3670841.137706514,4985569.499287421,Iraq,Asia,Iraq,Short
Guadiana,76.64852798639907,4730299.183705867,-530968.9676826625,4717503.973247525,-576708.885408512,Spain,Europe,Spain,Short
Guadiana,770.8006794312959,4730299.183705867,-530958.0966386391,4440185.315198351,-825367.7108635821,"Portugal, Spain",Europe,Spain,Medium
Suda,225.2515522728517,8184704.180626433,4178818.451312851,7991583.871361813,4275527.258939506,Russia,Europe,Russia,Short
Suda,421.21104754373965,8440039.637833716,3919853.87612418,8184704.180626433,4178818.451312851,Russia,Europe,Russia,Short
Narva,354.6032792377047,8181140.381036116,3102552.4799254993,8142330.675443852,3087333.018293606,"Estonia, Russia",Europe,Estonia,Short
Narva,77.14132196637935,8247925.136929451,3119201.483846387,8142330.675443852,3087333.018293606,"Estonia, Russia",Europe,Estonia,Short
Ångermanälven,210.39972265861437,9593394.31103337,1686642.4801344133,9434157.027089827,1866694.1467617175,Sweden,Europe,Sweden,Short
Ångermanälven,604.9065211724396,9434157.027089827,1866694.1467617175,9560878.109487731,1718630.5271714455,Sweden,Europe,Sweden,Medium
Lotta,390.43644552175067,10520519.155346308,3068352.175429831,10618389.519664938,3399777.6945523447,"Finland, Russia",Europe,Russia,Short
Lotta,153.8148628107322,10595129.162897974,3535383.097692509,10618389.519664938,3399777.6945523447,Russia,Europe,Russia,Short
Pripyat,9.531195219540411,6619667.509939503,3390787.341145504,6612398.066607103,3396940.352062398,Ukraine,Europe,Ukraine,Short
Pripyat,724.563288334956,6771575.945777284,2843837.938749354,6619667.509939503,3390787.341145504,"Belarus, Ukraine",Europe,Belarus,Medium
Stora Lule lv,359.0722267110063,10300945.215969406,1934518.5904198484,10117082.111497313,2203739.9956440106,Sweden,Europe,Sweden,Short
Stora Lule lv,349.02389865310903,10301123.63601417,1934556.6390739253,10117082.111497313,2203739.9956440106,Sweden,Europe,Sweden,Short
Morava,559.95224407353,5168523.728321168,2376219.9801094453,5547744.025412813,2341856.6099534384,"Kosovo, Republic of Serbia",Europe,Republic of Serbia,Medium
Evros,586.6375538156647,5173890.927033863,2635592.2194489706,4945951.018705441,2899198.730435364,"Bulgaria, Greece, Turkey",Europe,Bulgaria,Medium
Tevere,445.9630781493752,5399605.318043568,1341622.7204614135,5094029.166002837,1361679.796683444,Italy,Europe,Italy,Short
Donets,1301.3531785849361,6584568.959666951,4113249.749289447,6136504.516618572,4444273.039783117,"Russia, Ukraine",Europe,Ukraine,Medium
Oka,2168.547607180584,6837481.535134007,4035135.8624637583,7590274.232537374,4895720.320439139,Russia,Europe,Russia,Long
Desna,1186.0303859665023,7206218.7029366065,3778340.060557633,6489569.457880041,3402462.842425973,"Russia, Ukraine",Europe,Ukraine,Medium
Mezen,1705.5747575209923,9402348.868066056,5654193.061908543,9800773.840726824,4918060.315905953,Russia,Europe,Russia,Medium
Khopr,1131.614775055042,6963042.582531099,4939340.384580547,6344048.284399131,4710504.907901014,Russia,Europe,Russia,Medium
Neris,690.3795889435667,7265125.444439199,3103982.022214494,7308962.5745401755,2653475.086866445,"Belarus, Lithuania",Europe,Belarus,Medium
Velikaya,595.0327749582668,7647210.1585729765,3299242.2794296704,7903676.311235706,3132708.756044692,Russia,Europe,Russia,Medium
Kızılırmak,1229.4752427454016,4821081.964289751,4192385.5142532797,5079735.258519276,3998071.0378680867,Turkey,Asia,Turkey,Medium
Sava,928.0860864931155,5756925.29150551,1695339.315352638,5566270.381372365,2277048.881011629,"Bosnia and Herzegovina, Croatia, Republic of Serbia, Slovenia",Europe,Croatia,Medium
Onega,514.1209387188112,8926013.79910869,4433075.864439653,9297572.386941817,4229189.433792402,Russia,Europe,Russia,Medium
Mosel,740.6420031634984,6077639.691263327,770555.9069007272,6476600.500908527,846734.7478903625,"France, Germany",Europe,France,Medium
Prut,927.9335513688445,6123625.186071378,2736676.622294794,5662255.066336149,3140590.262961208,"Moldova, Romania, Ukraine",Europe,Moldova,Medium
Kuban,947.7600063544844,5319680.917580378,4683490.363504404,5639749.304328217,4161354.119090251,"Georgia, Russia",Europe,Russia,Medium
Zncara,183.6791109850752,4844271.255792455,-265579.6054765306,4740045.463096634,-352281.6170802162,Spain,Europe,Spain,Short
Weser,971.7196474558375,6498076.3113286,1222068.4138208837,7015190.539093409,946704.8687238506,Germany,Europe,Germany,Medium
Skelleftelven,888.6488603951573,10010732.424033113,1814828.3957290335,10062699.670126185,1789591.2670301462,Sweden,Europe,Sweden,Medium
Tornelven,822.3999490764062,10345170.626504367,2316717.320650758,9789463.435691696,2689822.4225566094,"Finland, Sweden",Europe,Sweden,Medium
Mincio,85.58536519129943,5602767.322867075,1222057.5427768633,5662255.066336149,1190053.1891737948,Italy,Europe,Italy,Short
Sió,168.5355757037789,5897237.211802688,2008561.2712590047,5805357.871068005,2104661.3004203853,Hungary,Europe,Hungary,Short
Neman,339.1574627381095,7308962.5745401755,2653475.086866445,7375139.777574279,2367495.967281164,"Lithuania, Russia",Europe,Lithuania,Short
Lule lv,136.85002073708048,9855441.45395267,2335714.470080567,9763726.977201672,2422775.2261370034,Sweden,Europe,Sweden,Short
Hindiyah Channel,98.75423131258056,3690442.4454917544,4960756.341305424,3772192.544718705,4937454.2584425965,Iraq,Asia,Iraq,Short
Shatt al Hillah,259.11771068287385,3661006.5060448516,5032423.699025606,3836593.1921096654,4927942.094922664,Iraq,Asia,Iraq,Short
Tuloma,175.82424048250266,10679909.8147722,3678000.324227368,10595129.162897974,3535383.097692509,Russia,Europe,Russia,Short
Kem,814.5554956431527,9409377.04435227,3584536.5232415115,9564452.204464557,3863813.644186746,Russia,Europe,Russia,Medium
Mur,858.4122167504797,5937338.320948405,1502731.5928790225,5678464.0343582565,2106998.574885283,"Austria, Croatia, Slovenia",Europe,Austria,Medium
Po,820.7607096272043,5586596.117062591,1395260.4516698157,5544529.832912856,790821.9227547116,Italy,Europe,Italy,Medium
Dalälven,664.9088256808129,8399079.09387453,1836624.8389947088,8397514.133070283,1829422.7723296166,"Norway, Sweden",Europe,Sweden,Medium
Dalälven,332.44841678045185,8742130.898619667,1470716.3682319336,8476848.022049822,1938741.991022696,Sweden,Europe,Sweden,Short
Dniester,46.24600534045194,5800865.358573736,3369507.272470911,5765769.917870327,3392825.6618997753,Ukraine,Europe,Ukraine,Short
Dniester,1693.8026236108453,5763055.055091861,3395070.5324904816,5800865.358573736,3369507.272470911,"Moldova, Ukraine",Europe,Ukraine,Medium
Rhône,103.77646525770078,5814173.050568216,764332.2341976853,5782342.949739753,682755.919850737,"France, Switzerland",Europe,Switzerland,Short
Rhône,934.5028040511613,5842544.151842754,932697.5285005003,5391141.5469141165,514010.1390071248,"France, Switzerland",Europe,France,Medium
Vuoksi,266.3571090802932,8523821.706545997,3294643.8278080323,8415277.278971137,3496780.0203676154,Russia,Europe,Russia,Short
Vuoksi,170.49772230828717,8504099.556771614,3399022.15699276,8635372.800195353,3204647.8898654426,"Finland, Russia",Europe,Russia,Short
Kemijoki,105.37067568804488,9966620.686930818,3045642.5644662427,10050053.159622107,3048458.164868142,Finland,Europe,Finland,Short
Kemijoki,988.5746969078323,10438576.016366655,3203886.916783848,9813785.260087091,2750770.9308703314,Finland,Europe,Finland,Medium
Vorma,82.24114402403133,8249073.812995919,1248784.004506867,8285711.61595547,1248566.5836264114,Norway,Europe,Norway,Short
Vorma,326.5197428990796,8343150.400871637,1239380.5514271618,8228052.033938669,1243457.1929357045,Norway,Europe,Norway,Short
Don,474.96026953211947,6328759.465777634,4847860.549128847,6009284.791797991,4687637.666799098,Russia,Europe,Russia,Short
Don,2049.3390937270538,7147624.505582384,4264221.373155813,5928854.9236581465,4383531.081305831,Russia,Europe,Russia,Long
Thames,428.86220653751866,6737997.965840835,-228291.92447839308,6668404.930444333,42804.7358396987,United Kingdom,Europe,United Kingdom,Short
Ariège,158.03447897985183,5226418.939907472,201375.21947799076,5361665.803243255,156325.61304758536,France,Europe,France,Short
Garonne,571.7090911562973,5575308.961442046,-60301.681194362216,5229304.7378182085,102910.73824165529,"France, Spain",Europe,France,Medium
Duero,969.0640643198559,5128711.326119217,-327848.94563901675,5010967.179192946,-851729.992618825,"Portugal, Spain",Europe,Spain,Medium
Tisza,1067.7103122525534,6128615.63849198,2700122.736768194,6079450.514546271,2376274.335329559,"Hungary, Romania, Ukraine",Europe,Hungary,Medium
Glomma,628.44669320198,8985895.856743304,1278342.37320481,8480293.701203119,1338904.9594557183,Norway,Europe,Norway,Medium
Soroksari Duna,82.99215360878635,5916217.001394062,2111510.058154737,5988066.344819667,2122125.6326429853,Hungary,Europe,Hungary,Short
Ferenc Csatorna,68.02888510191319,5726885.020255394,2098899.6470883116,5780843.908275054,2105601.6457283585,"Croatia, Hungary, Republic of Serbia",Europe,Hungary,Short
Göta älv,149.2026038781568,7885348.033762742,1314733.1930710683,8009838.645806035,1373094.3929073636,Sweden,Europe,Sweden,Short
Kokemäenjoki,160.77448383178788,8636950.304095441,2513494.0885071075,8708495.415204251,2417448.4145658407,Finland,Europe,Finland,Short
Tisa,229.29550483256818,5791358.2693548035,2246300.1329931966,5613609.238291462,2257290.7585002254,"Hungary, Republic of Serbia",Europe,Republic of Serbia,Short
Ebro,895.0573046929951,5285379.880021591,-479706.5595932386,4944003.903222238,99877.71695929696,Spain,Europe,Spain,Medium
Elbe,1485.5702939514179,7050960.453771294,1093871.6271822432,7049189.996422373,1093045.4278365143,"Czechia, Germany",Europe,Germany,Medium
Tajo,128.17353450867085,4915235.875856055,-304307.69980768656,4811343.677673032,-580519.1863384953,Spain,Europe,Spain,Short
Tajo,634.1281518157452,4919243.65125061,-184807.74838727058,4817054.32046264,-667427.7477786163,Spain,Europe,Spain,Medium
Vistula,14.545251317682919,6401772.572764893,2108047.630633484,6400593.758566611,2093969.6286239831,Poland,Europe,Poland,Short
Vistula,1519.7835367552348,6400581.129324723,2093953.3220579464,7203612.391305155,2109988.111991548,Poland,Europe,Poland,Medium
Neva,82.50040783724846,8415075.058269298,3496997.4412480704,8351814.603604261,3455660.2963514472,Russia,Europe,Russia,Short
Neva,128.16522257915622,8344097.54959729,3364044.5728494637,8351814.603604261,3455660.2963514472,Russia,Europe,Russia,Short
Svir,724.914679711529,8415075.058269298,3496997.4412480704,8592965.463253502,3876742.308792709,Russia,Europe,Russia,Medium
Svir,306.3100475556025,8592965.463253524,3876733.8800078207,8468172.124724122,3650105.2252649157,Russia,Europe,Russia,Short
Loire,1191.881589478979,5908395.395612287,342679.42007202766,5564252.438363034,466495.7988464277,France,Europe,France,Medium
Daugava,1608.5111430162951,7705455.556826766,3570855.3143388443,7738747.770731783,2677239.189100241,"Belarus, Latvia, Russia",Europe,Belarus,Medium
Vychegda,1804.8578924642532,8907690.655652666,6166844.32041282,8654579.732180815,5186493.570438464,Russia,Europe,Russia,Medium
